2840,0,84,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
3616,0,82,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
4069,0,88,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
2841,1,84,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
3617,1,82,The text describes a specific data practice that is not covered by our label scheme.
4070,1,88,The text describes a specific data practice that is not covered by our label scheme.
2842,2,84,"When a change of an unspecified nature is made to the privacy policy, users receive no notification. Users have no options regarding the change."
2843,2,84,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
3618,2,82,"When a change of an unspecified nature is made to the privacy policy, users receive no notification. Users' choices regarding policy changes are not mentioned or are unclear."
3619,2,82,"When a change of a variety outside of our label scheme is made to the privacy policy, users are notified in a manner outside of our label scheme. Users must agree before their data is treated according to the new privacy policy."
3620,2,82,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
4071,2,88,"When a change of an unspecified nature is made to the privacy policy, users receive no notification. Users can participate in a process to influence the change."
4072,2,88,"When a change is made to the privacy policy that significantly affects data practices, users are notified in an unspecified manner. Users must agree before their data is treated according to the new privacy policy."
2844,3,84,"The site collects your unspecified information for an unspecified purpose. Collection happens on the website, and your data is aggregated or anonymized."
2845,3,84,"The site collects your location information for an unspecified purpose. Collection happens on the website, and your data is aggregated or anonymized."
2846,3,84,"The site collects your demographic information for an unspecified purpose. Collection happens on the website, and your data is aggregated or anonymized."
2847,3,84,"The site collects your unspecified information for an unspecified purpose. Collection happens on the website, and your data is identifiable."
2848,3,84,"The site collects your contact information for an unspecified purpose. Collection happens on the website, and your data is identifiable."
2849,3,84,"The site collects your demographic information for an unspecified purpose. Collection happens on the website, and your data is identifiable."
3637,3,82,"The site collects your demographic information for a basic service or feature. Collection happens in an unspecified way, and your data is aggregated or anonymized."
3638,3,82,"The site collects your website activities for a basic service or feature. Collection happens in an unspecified way, and your data is aggregated or anonymized."
3639,3,82,"The site collects your cookies or tracking elements for a basic service or feature. Collection happens in an unspecified way, and your data is aggregated or anonymized."
3640,3,82,"The site collects your contact information for a basic service or feature. Collection happens in an unspecified way, and your data is identifiable."
4078,3,88,"The site collects your location information for an unspecified purpose. Collection happens on the website, and your data is aggregated or anonymized."
4079,3,88,"The site collects your demographic information for an unspecified purpose. Collection happens on the website, and your data is aggregated or anonymized."
4080,3,88,"The site collects your website activities for an unspecified purpose. Collection happens on the website, and your data is aggregated or anonymized."
2850,4,84,The text describes a specific data practice that is not covered by our label scheme.
3641,4,82,"The site collects your generic personal information for a basic service or feature. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable."
3642,4,82,"The site collects your generic personal information for analytics or research. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable."
3643,4,82,"The site collects your generic personal information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable."
4081,4,88,"The site collects your unspecified information for a basic service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable."
2851,5,84,"The site collects your demographic information for an unspecified purpose. Collection happens on the website, and your data is aggregated or anonymized."
2852,5,84,"The site collects your computer information for an unspecified purpose. Collection happens on the website, and your data is aggregated or anonymized."
2853,5,84,"The site collects your IP address or device IDs for an unspecified purpose. Collection happens on the website, and your data is aggregated or anonymized."
2854,5,84,"The site collects your location information for an unspecified purpose. Collection happens on the website, and your data is aggregated or anonymized."
2855,5,84,"The site collects your financial information for an unspecified purpose. Collection happens on the website, and your data is aggregated or anonymized."
2856,5,84,"The site collects your website activities for an unspecified purpose. Collection happens on the website, and your data is aggregated or anonymized."
3644,5,82,"The site collects your demographic information for an unspecified purpose. Collection happens in an unspecified way, and your data is aggregated or anonymized."
3645,5,82,"The site collects your IP address or device IDs for an unspecified purpose. Collection happens in an unspecified way, and your data is aggregated or anonymized."
