14811,0,129,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
14812,1,129,The site collects your generic personal information for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way.
14813,1,129,The site collects an information type outside of our label scheme for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way.
14814,1,129,The site collects your cookies or tracking elements for an unspecified purpose. Collection happens when you implicitly provide information on the website.
14815,2,129,The site collects your unspecified information for personalization or customization. Collection happens in an unspecified way.
14818,3,129,The site collects your contact information for an unspecified purpose. Collection happens when you explicitly provide information on the website for users with accounts.
14819,3,129,The site collects your user profile for an unspecified purpose. Collection happens when you explicitly provide information on the website for users with accounts. You can opt in for data collection.
14820,4,129,"A user with an account can choose not to use a service or feature to avoid the use of unspecified information by the site, which collects it for an unspecified purpose."
14821,4,129,"A user with an account can choose not to use a service or feature to avoid the use of unspecified information by the site, which uses it for an unspecified purpose."
14822,5,129,The site collects your contact information for an additional (non-basic) service or feature. Collection happens in an unspecified way.
14823,5,129,The site collects your financial information for an additional (non-basic) service or feature. Collection happens in an unspecified way.
14824,5,129,A user's financial information is retained for an unspecified duration to fulfill an unspecified purpose.
14825,5,129,A named third party does receive your contact information for an additional (non-basic) service or feature.
14826,6,129,Other users does collect on the first party website or app information about you not covered by our label scheme for a purpose outside of our label scheme. You can configure your privacy using a method outside our label scheme for the collection or sharing and use of your information.
14827,7,129,The text describes a specific data practice that is not covered by our label scheme.
14828,8,129,The text does not fit into our label scheme.
14829,9,129,The site collects your IP address or device IDs for analytics or research. Collection happens on the website.
14830,9,129,The site collects an information type outside of our label scheme for analytics or research. Collection happens on the website.
14831,9,129,"The site collects your website activities for analytics or research. Collection happens on the website, and your data is aggregated or anonymized."
14832,9,129,The site collects your cookies or tracking elements for analytics or research. Collection happens on the website.
14833,10,129,The text describes a specific data practice that is not covered by our label scheme.
14834,11,129,The site collects your computer information for an unspecified purpose. Collection happens in an unspecified way.
14835,11,129,The site collects your IP address or device IDs for an unspecified purpose. Collection happens in an unspecified way.
14836,11,129,The site collects your location information for an unspecified purpose. Collection happens in an unspecified way.
14837,11,129,The site collects an information type outside of our label scheme for an unspecified purpose. Collection happens in an unspecified way.
14838,12,129,The site collects an information type outside of our label scheme for personalization or customization. Collection happens in an unspecified way.
14839,13,129,The site collects an information type outside of our label scheme for a basic service or feature. Collection happens in an unspecified way.
14840,14,129,The site collects your unspecified information for a basic service or feature. Collection happens in an unspecified way. You can opt in for data collection.
14841,15,129,A named third party does not receive your contact information for targeted advertising.
14842,15,129,"The site collects your website activities for analytics or research. Collection happens in an unspecified way, and your data is aggregated or anonymized."
14843,15,129,"The site collects your website activities for advertising. Collection happens in an unspecified way, and your data is aggregated or anonymized."
14844,16,129,A named third party does do something unspecified with your unspecified personal information for a basic service or feature.
14845,17,129,The site collects your generic personal information for legal requirements. Collection happens in an unspecified way.
14846,17,129,The site collects your generic personal information for service operations or security. Collection happens in an unspecified way.
14847,18,129,The text describes a specific data practice that is not covered by our label scheme.
14848,19,129,The text does not fit into our label scheme.
14849,20,129,"The policy makes generic security statements, e.g., ""we protect your data"" or ""we use technology/encryption to protect your data""."
14850,21,129,The policy makes a statement about how data from children is treated.
14851,22,129,The policy makes a statement about how data from children is treated.
14852,23,129,"When a change of a variety outside of our label scheme is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users' choices regarding policy changes are not mentioned or are unclear."
14853,23,129,"When a change is made to the privacy policy that significantly affects data practices, users are notified when visiting the website. Users' choices regarding policy changes are not mentioned or are unclear."
14854,23,129,"When a change is made to the privacy policy that significantly affects data practices, users are personally notified. Users' choices regarding policy changes are not mentioned or are unclear."
14855,24,129,"Users with accounts can delete their account (with the company or organization removing all data), within the scope of information the company has learned about the user."
14856,24,129,"Users with accounts can delete their account (with the company or organization removing all data), within the scope of user information outside of our label scheme."
14857,24,129,"You can opt out (via a link) from the use of unspecified information by the site, which uses it for an additional (non-basic) service or feature."
14858,24,129,"You can use privacy configuration settings (in the website or app) to control the use of unspecified information by the site, which uses it for an additional (non-basic) service or feature."
14171,0,131,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
14172,0,131,"The policy makes generic security statements, e.g., ""we protect your data"" or ""we use technology/encryption to protect your data""."
14173,1,131,The site collects your generic personal information for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way.
14174,1,131,The site collects your unspecified information for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way.
14175,2,131,The site collects your unspecified information for personalization or customization. Collection happens in an unspecified way.
14176,3,131,The site collects your contact information for a basic service or feature. Collection happens when you explicitly provide information on the website.
14177,3,131,The site collects an information type outside of our label scheme for a basic service or feature. Collection happens when you explicitly provide information on the website.
14178,3,131,The site collects your user profile for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website. You can configure your privacy using a method outside our label scheme for the collection of your information.
14179,3,131,The site collects your location information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website. You can configure your privacy using a method outside our label scheme for the collection of your information.
14180,3,131,The site collects your demographic information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website. You can configure your privacy using a method outside our label scheme for the collection of your information.
14181,3,131,The site collects an information type outside of our label scheme for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website. You can configure your privacy using a method outside our label scheme for the collection of your information.
14182,4,131,The site collects your social media data for an additional (non-basic) service or feature. Collection happens when you explicitly provide information by a named service or third party.
14183,5,131,The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website.
14184,5,131,The site collects your financial information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website.
14185,5,131,A named third party does receive your financial information for an additional (non-basic) service or feature.
14186,6,131,Other users does do something outside of our label scheme with your unspecified personal information for an unspecified purpose. You can choose not to use the service or feature.
14187,6,131,The text does not fit into our label scheme.
14188,7,131,The text describes a specific data practice that is not covered by our label scheme.
14189,8,131,The text describes a specific data practice that is not covered by our label scheme.
14190,9,131,The site collects your IP address or device IDs for analytics or research. Collection happens by some means outside of our label scheme.
14191,9,131,The site collects your website activities for analytics or research. Collection happens by some means outside of our label scheme.
14192,9,131,The site collects your cookies or tracking elements for analytics or research. Collection happens by some means outside of our label scheme.
14193,10,131,The text describes a specific data practice that is not covered by our label scheme.
14194,11,131,The site collects your IP address or device IDs for a basic service or feature. Collection happens in an unspecified way.
14195,11,131,The site collects your location information for a basic service or feature. Collection happens in an unspecified way.
14196,11,131,The site collects your computer information for a basic service or feature. Collection happens in an unspecified way.
14197,11,131,The site collects your website activities for a basic service or feature. Collection happens in an unspecified way.
