"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.",8,"[(783, 9, 82), (1753, 9, 88), (792, 13, 82), (418, 14, 84), (793, 14, 82), (419, 15, 84), (795, 15, 82), (1744, 15, 88)]"
"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice.",5,"[(382, 0, 84), (748, 0, 82), (1724, 0, 88), (756, 2, 82), (1763, 7, 88)]"
"The policy makes generic security statements, e.g., ""we protect your data"" or ""we use technology/encryption to protect your data"".",3,"[(412, 11, 84), (788, 11, 82), (1749, 11, 88)]"
The policy makes a statement about how data from children is treated.,3,"[(414, 13, 84), (790, 13, 82), (1743, 13, 88)]"
An unnamed third party does receive your unspecified personal information for mergers or acquisitions. The data is personally identifiable.,3,"[(409, 10, 84), (785, 10, 82), (1751, 10, 88)]"
An unnamed third party does receive your unspecified personal information for analytics or research. The data is personally identifiable.,3,"[(402, 8, 84), (775, 8, 82), (1759, 8, 88)]"
An unnamed third party does receive your unspecified personal information for legal requirements. The data is personally identifiable.,3,"[(410, 10, 84), (786, 10, 82), (1752, 10, 88)]"
The site collects your cookies or tracking elements for personalization or customization. Collection happens when you implicitly provide information on the website. You can configure your privacy with browser settings.,2,"[(386, 2, 84), (1738, 2, 88)]"
The site collects your cookies or tracking elements for analytics or research. Collection happens when you implicitly provide information on the website.,2,"[(388, 3, 84), (1741, 3, 88)]"
The site collects your cookies or tracking elements for advertising. Collection happens when you implicitly provide information on the website. You can configure your privacy with browser settings.,2,"[(387, 2, 84), (1739, 2, 88)]"
"A user can edit their information, within the scope of unspecified user information.",2,"[(416, 14, 84), (1746, 14, 88)]"
"The site collects your website activities for an unspecified purpose. Collection happens when you implicitly provide information on the website, and your data is aggregated or anonymized.",2,"[(385, 1, 84), (1737, 1, 88)]"
"The site collects your computer information for an unspecified purpose. Collection happens when you implicitly provide information on the website, and your data is aggregated or anonymized.",2,"[(384, 1, 84), (1731, 1, 88)]"
An unnamed third party does receive your unspecified personal information for service operations or security. The data is personally identifiable.,2,"[(411, 10, 84), (787, 10, 82)]"
An unnamed third party does receive your unspecified personal information for analytics or research. The data is aggregated or anonymized.,2,"[(403, 8, 84), (776, 8, 82)]"
"The site collects your IP address or device IDs for an unspecified purpose. Collection happens when you implicitly provide information on the website, and your data is aggregated or anonymized.",2,"[(383, 1, 84), (1729, 1, 88)]"
A user's generic personal information is retained indefinitely to fulfill an unspecified purpose.,2,"[(413, 12, 84), (1747, 12, 88)]"
An unnamed third party does not receive your unspecified personal information for an unspecified purpose. The data is personally identifiable.,2,"[(401, 7, 84), (774, 7, 82)]"
"The site does not collect your location information for an unspecified purpose. Collection happens when you explicitly provide information on the website for users with accounts, and your data is identifiable.",1,"[(396, 5, 84)]"
"The site collects your financial information for a basic service or feature. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable.",1,"[(767, 5, 82)]"
An unnamed third party does do something unspecified with your unspecified personal information for an unspecified purpose. The data is personally identifiable. You can opt out by contacting the company for the use of your information.,1,"[(408, 9, 84)]"
The site collects your cookies or tracking elements for analytics or research. Collection happens in an unspecified way. You can configure your privacy with browser settings.,1,"[(754, 2, 82)]"
"The site does not collect your cookies or tracking elements for an unspecified purpose. Collection happens when you explicitly provide information on the website, and your data is identifiable.",1,"[(389, 4, 84)]"
