The text describes a specific data practice that is not covered by our label scheme.,10,"[(13225, 15, 121), (13243, 17, 121), (13266, 22, 121), (13269, 24, 121), (12423, 6, 116), (12544, 22, 116), (12546, 24, 116), (12556, 28, 116), (12102, 15, 118), (12164, 22, 118)]"
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.",7,"[(13189, 8, 121), (13268, 23, 121), (13284, 30, 121), (12551, 26, 116), (12558, 30, 116), (12040, 23, 118), (12051, 30, 118)]"
"The policy makes a statement about how data from Californian users is treated (e.g., California privacy rights).",6,"[(13244, 18, 121), (13267, 23, 121), (12518, 18, 116), (12545, 23, 116), (12121, 18, 118), (12037, 23, 118)]"
"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice.",6,"[(13160, 0, 121), (13285, 31, 121), (12377, 0, 116), (12559, 31, 116), (11991, 0, 118), (12053, 31, 118)]"
"When a change of an unspecified nature is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users' choices regarding policy changes are not mentioned or are unclear.",4,"[(13283, 29, 121), (12378, 0, 116), (12557, 29, 116), (12050, 29, 118)]"
"The policy makes generic security statements, e.g., ""we protect your data"" or ""we use technology/encryption to protect your data"".",3,"[(13282, 28, 121), (12554, 28, 116), (12048, 28, 118)]"
The site collects your unspecified information for analytics or research. Collection happens in an unspecified way.,3,"[(12506, 17, 116), (12509, 17, 116), (12188, 17, 118)]"
"You can opt out (by contacting the company) from the use of contact information by a third party, which uses it for advertising.",3,"[(13280, 26, 121), (12550, 26, 116), (12042, 26, 118)]"
The site collects your demographic information for personalization or customization. Collection happens by an unnamed service or third party.,3,"[(13232, 16, 121), (12496, 16, 116), (12109, 16, 118)]"
The policy makes a statement about how data from children is treated.,3,"[(13281, 27, 121), (12553, 27, 116), (12046, 27, 118)]"
The site collects your unspecified information for personalization or customization. Collection happens in an unspecified way.,3,"[(12385, 1, 116), (12512, 17, 116), (12189, 17, 118)]"
Do Not Track headers are mentioned but it is unclear if the company adheres to the user's Do Not Track preference.,3,"[(13226, 15, 121), (12488, 15, 116), (12101, 15, 118)]"
A user without an account can opt out (via a link) from the use of unspecified information by an unspecified party for an unspecified purpose.,3,"[(13277, 25, 121), (12137, 25, 118), (12138, 25, 118)]"
The site collects your unspecified information for marketing purposes. Collection happens in an unspecified way.,2,"[(13174, 5, 121), (12502, 17, 116)]"
The site collects your unspecified information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way.,2,"[(12400, 3, 116), (11998, 3, 118)]"
The site collects your demographic information for analytics or research. Collection happens by an unnamed service or third party.,2,"[(13231, 16, 121), (12110, 16, 118)]"
The site collects your unspecified information for analytics or research. Collection happens by an unnamed service or third party.,2,"[(12492, 16, 116), (12105, 16, 118)]"
The site collects your unspecified information for marketing purposes. Collection happens when you explicitly provide information in an unspecified way.,2,"[(12386, 1, 116), (11999, 3, 118)]"
