"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice.",11,"[(2923, 0, 84), (3699, 0, 82), (4134, 0, 88), (2924, 1, 84), (3700, 1, 82), (2932, 4, 84), (3714, 4, 82), (3717, 6, 82), (3718, 7, 82), (3719, 8, 82), (2949, 14, 84)]"
"The policy makes generic security statements, e.g., ""we protect your data"" or ""we use technology/encryption to protect your data"".",3,"[(2948, 13, 84), (3702, 13, 82), (4146, 13, 88)]"
The site collects your demographic information for analytics or research. Collection happens by a named service or third party.,3,"[(2933, 5, 84), (3715, 5, 82), (4144, 6, 88)]"
"Users with accounts can view their information, within the scope of information the company has learned about the user.",2,"[(2946, 12, 84), (3703, 12, 82)]"
The site collects your generic personal information for a basic service or feature. Collection happens on the website.,2,"[(3707, 2, 82), (4135, 2, 88)]"
"The site collects your unspecified information for personalization or customization. Collection happens on the website, and your data is aggregated or anonymized.",2,"[(2929, 3, 84), (4137, 3, 88)]"
The site collects your website activities for analytics or research. Collection happens by a named service or third party.,1,"[(4143, 7, 88)]"
"The site collects your generic personal information for personalization or customization. Collection happens in an unspecified way, and your data is aggregated or anonymized.",1,"[(3710, 3, 82)]"
You can use third party privacy settings to control the use of unspecified information by an unspecified party for analytics or research.,1,"[(4145, 11, 88)]"
An unnamed third party does track on the first party website or app your cookies or tracking elements for targeted advertising.,1,"[(2942, 9, 84)]"
The site collects an information type outside of our label scheme for analytics or research. Collection happens by a named service or third party.,1,"[(3716, 5, 82)]"
An unnamed third party does not receive your unspecified personal information for an unspecified purpose. You can opt in for data collection.,1,"[(3709, 2, 82)]"
A named third party does receive unspecified information about you for targeted advertising. The data is aggregated or anonymized.,1,"[(2930, 3, 84)]"
The text does not fit into our label scheme.,1,"[(3701, 14, 82)]"
A named third party does track on the first party website or app unspecified information about you for targeted advertising. The data is aggregated or anonymized.,1,"[(2943, 10, 84)]"
The site collects your cookies or tracking elements for advertising. Collection happens when you implicitly provide information on the website.,1,"[(4148, 9, 88)]"
"The site collects your unspecified information for marketing purposes. Collection happens on the website, and your data is identifiable.",1,"[(2927, 2, 84)]"
"You can opt out (by contacting the company) from the use of unspecified information by a third party, which collects or receives it for analytics or research.",1,"[(3706, 11, 82)]"
"Users with accounts can edit their information, within the scope of information explicitly provided by the user.",1,"[(4147, 12, 88)]"
A named third party does do something unspecified with unspecified information about you for targeted advertising.,1,"[(4139, 4, 88)]"
"The site collects your generic personal information for advertising. Collection happens in an unspecified way, and your data is aggregated or anonymized.",1,"[(3711, 3, 82)]"
"You can use third party privacy settings to control the use of unspecified information by a third party, which collects or receives it for an unspecified purpose.",1,"[(2945, 11, 84)]"
An unnamed third party does not receive unspecified information about you for an unspecified purpose.,1,"[(2928, 2, 84)]"
"The site collects your unspecified information for analytics or research. Collection happens on the website, and your data is identifiable.",1,"[(2926, 2, 84)]"
A named third party does collect on the first party website or app unspecified information about you for targeted advertising.,1,"[(4149, 10, 88)]"
"A user can edit their information, within the scope of unspecified user information.",1,"[(3705, 12, 82)]"
The site collects your unspecified information for analytics or research. Collection happens when you implicitly provide information by a named service or third party.,1,"[(2936, 8, 84)]"
